benefactorClass,benefactorName,benefactorType,benefactorAddress,benefactorPostcode,benefactorCompanyNumber,recipientClass,recipientName,ecReference,type,value,referenceNumber,rate,status,amountRepaid,amountConverted,amountOutstanding,startDate,endDate,repaidDate,ecLastNotifiedDate,recordedBy
Organisation,Ford Memorial Trust,Other,29 Great George Street,BS1 5QT,,Party,Conservative Party,Political Party,AL0037147,Loan,1000000,,Nil,Outstanding,,,1000000,2011-03-08,,,2011-04-28,Bristol West
Individual,Alan Sherwell,Individual,,,,Party,Liberal Democrats,Political Party,AL0037217,Loan,450000,,Nil,Outstanding,100000,,350000,2011-03-17,,,2011-04-28,Aylesbury
Organisation,HSBC,Company,8 Canada Square,E14 5HQ,14259,Party,Plaid Cymru - The Party of Wales,Political Party,AL0037222,Credit Facility,5000000,,2.6%,Outstanding,,,5000000,2011-02-23,,,2011-04-30,
Individual,Christopher Black,Individual,,,,Party,Labour Party,Political Party,AL0042331,Loan,285786,,Nil,Ended,285786,,,2011-04-10,,2012-04-12,2011-07-28,Bedford CLP
Organisation,Teescraft Engineering Limited,Company,Unit 2,DL14 6XB,1554968,Party,Labour Party,Political Party,AL0042332,Loan,2000000,,Nil,Outstanding,,,2000000,2011-06-01,,,2011-07-28,Bishop Auckland CLP
Individual,Clive Efford,Individual,,,,Party,Labour Party,Political Party,AL0042334,Loan,500000,,Nil,Outstanding,,,500000,2011-06-01,,,2011-07-28,Eltham CLP
Organisation,Unity Trust Bank Plc,Company,9 Brindley Place,B1 2HB,1713124,Party,Labour Party,Political Party,AL0042335,Loan,1000000,,Base + 2%,Outstanding,,,1000000,2011-06-01,2021-05-31,,2011-07-28,Eltham CLP
Individual,Dr Anthony K Clarke,Individual,,,,Party,Conservative Party,Political Party,AL0042336,Loan,500000,,nil,Ended,500000,,,2011-04-20,,2013-03-01,2011-07-28,Bath
Individual,Paul Buckley,Individual,,,,Party,Conservative Party,Political Party,AL0042338,Loan,1000000,,nil,Ended,1000000,,,2011-04-18,,2013-03-01,2011-07-28,Bath
Individual,Graham Richards,Individual,,,,Party,Conservative Party,Political Party,AL0042339,Loan,167000,,Not specified,Ended,167000,,,2011-06-30,,2012-08-14,2011-07-28,Coventry North West
Individual,Martin Parry,Individual,,,,Party,Conservative Party,Political Party,AL0042340,Loan,300000,,nil,Ended,300000,,,2011-05-24,,2012-05-17,2011-07-28,Delyn
Individual,Angela MacLean,Individual,,,,Party,Liberal Democrats,Political Party,AL0042343,Loan,200000,,Nil,Ended,200000,,,2011-04-04,2011-12-31,2011-07-06,2011-07-29,"Ross, Skye & Lochaber"
Individual,Tom McNeice,Individual,,,,Party,Liberal Democrats,Political Party,AL0042344,Loan,250000,,Nil,Outstanding,,,250000,2011-05-13,2013-06-30,,2011-07-29,Shepway
Individual,Roderick Cantrill,Individual,,,,Party,Liberal Democrats,Political Party,AL0042345,Loan,219721,,Nil,Outstanding,,,219721,2011-04-01,,,2011-07-29,Cambridge
Individual,Catherine Smart,Individual,,,,Party,Liberal Democrats,Political Party,AL0042346,Loan,164241,,Nil,Outstanding,,,164241,2011-06-30,,,2011-07-29,Cambridge
Individual,Anne Winstanley,Individual,,,,Party,Liberal Democrats,Political Party,AL0042347,Loan,100000,,Nil,Outstanding,,,100000,2011-04-01,2011-12-31,,2011-07-29,Eastleigh
Individual,Theodore M Figueira,Individual,,,,Party,Conservative Party,Political Party,AL0042358,Loan,500000,,nil,Ended,500000,,,2011-06-24,,2012-02-16,2011-07-28,Mole Valley
Organisation,Royal Bank of Scotland,Company,24-25 St Andrew Square,EH2 2YB,SC090312,Party,Scottish National Party (SNP),Political Party,AL0042360,Loan,20000000,,5% per annum above base,Ended,20000000,,,2011-04-13,2014-11-01,2011-08-08,2011-07-29,
Individual,Alan Ward,Individual,,,,Party,Conservative Party,Political Party,AL0050862,Loan,300000,,0,Ended,300000,,,2011-07-15,2011-12-31,2011-12-31,2011-10-25,Bracknell
Individual,Lesley Philpot,Individual,,,,Party,Conservative Party,Political Party,AL0050863,Loan,200000,,0,Ended,200000,,,2011-07-06,2011-12-31,2011-12-31,2011-10-25,Bracknell
Individual,Jasmine Chesters,Individual,,,,Party,Conservative Party,Political Party,AL0050923,Loan,1400000,,6.75,Outstanding,,,1400000,2011-01-28,,,2011-10-25,North Devon
Individual,Martin Parry,Individual,,,,Party,Conservative Party,Political Party,AL0051380,Loan,150000,,0.00,Ended,150000,,,2011-09-06,,2012-05-17,2011-10-25,Delyn
Individual,Graham Richards,Individual,,,,Party,Conservative Party,Political Party,AL0051405,Loan,280000,,0.0,Ended,280000,,,2011-07-02,2013-07-31,2013-07-01,2011-10-25,Coventry North West
Individual,Colin Crispin,Individual,,,,Party,Conservative Party,Political Party,AL0051494,Loan,1000000,,0,Ended,1000000,,,2011-07-06,,2012-02-24,2011-10-25,Mole Valley
Individual,Angus Tulloch,Individual,,,,Party,Scottish National Party (SNP),Political Party,AL0053944,Loan,8500000,,Nil,Ended,8500000,,,2011-07-13,2011-12-31,2012-07-02,2011-10-28,
Individual,Wilma Craig,Individual,,,,Party,Scottish National Party (SNP),Political Party,AL0053945,Loan,2500000,,Nil,Ended,2500000,,,2011-07-14,2011-09-30,2011-09-02,2011-10-28,
Individual,Peter Kenyon,Individual,,,,Party,Labour Party,Political Party,AL0053950,Loan,160000,,Nil,Ended,160000,,,2011-07-15,,2012-07-26,2011-10-25,Burnley CLP
Individual,M Smith,Individual,,,,Party,Liberal Democrats,Political Party,AL0060938,Loan,300000,,Nil,Outstanding,100000,,200000,2011-08-24,2012-12-31,,2011-10-28,Aylesbury
Individual,Angus Tulloch,Individual,,,,Party,Liberal Democrats,Political Party,AL0060939,Loan,3750000,,Nil,Ended,3750000,,,2011-03-22,2012-06-01,2012-05-25,2011-10-28,Scottish State Party
Individual,Yvonne Spence,Individual,,,,Party,Conservative Party,Political Party,AL0065221,Loan,250000,,0,Ended,250000,,,2011-10-11,2012-06-30,2012-06-05,2012-01-26,Chelmsford
Individual,Roy Whitehead,Individual,,,,Party,Conservative Party,Political Party,AL0065223,Loan,250000,,0,Ended,250000,,,2011-10-11,2012-06-30,2012-06-05,2012-01-26,Chelmsford
Individual,Richard Cornelius,Individual,,,,Party,Conservative Party,Political Party,AL0065236,Loan,382664,,0.00,Ended,382664,,,2011-11-10,,2012-03-19,2012-01-26,Chipping Barnet
Individual,Frank Myers,Individual,,,,Party,Conservative Party,Political Party,AL0065240,Loan,400000,,0,Ended,400000,,,2011-12-13,,2012-09-30,2012-01-26,Hereford and South Herefordshire
Individual,Martin Parry,Individual,,,,Party,Conservative Party,Political Party,AL0065245,Loan,75000,,0,Ended,75000,,,2011-12-20,,2012-05-17,2012-01-26,Delyn
Individual,Geoffrey Johnson,Individual,,,,Party,Labour Party,Political Party,AL0065278,Loan,220000,,NIL,Outstanding,24000,,196000,2011-12-21,,,2012-01-25,Hendon CLP
Individual,Peter Rivet,Individual,,,,Party,Labour Party,Political Party,AL0065279,Loan,650000,,NIL,Ended,650000,,,2011-11-01,2012-12-31,2013-07-10,2012-01-25,Lancaster and Fleetwood CLP
Individual,Alexander Scott,Individual,,,,Party,Conservative Party,Political Party,AL0065328,Loan,178853,,Nil,Ended,178853,,,2011-12-01,,2012-12-21,2012-01-26,"Berwickshire, Roxburgh & Selkirk"
Organisation,HSBC Bank plc,Company,South East Wales Commercial Centre,CF10 5NA,14259,Party,Plaid Cymru - The Party of Wales,Political Party,AL0065392,Loan,5000000,,5%,Ended,5000000,,,2011-10-01,,2013-01-30,2012-01-30,
Individual,Catherine Smart,Individual,,,,Party,Liberal Democrats,Political Party,AL0065411,Loan,195391,,Nil,Ended,195391,,,2011-12-01,,2012-06-11,2012-01-30,Cambridge
Individual,Stephen Lloyd,Individual,,,,Party,Liberal Democrats,Political Party,AL0065412,Loan,180000,,Nil,Outstanding,,,180000,2011-12-25,,,2012-01-30,Eastbourne
Individual,Roderick Cantrill,Individual,,,,Party,Liberal Democrats,Political Party,AL0065413,Loan,104482,,Nil,Ended,,104482,,2011-12-01,,2012-05-01,2012-01-30,
Individual,Ian McCreadie,Individual,,,,Party,Conservative Party,Political Party,AL0077074,Loan,194728,,0,Outstanding,,,194728,2012-03-01,,,2012-04-26,Great Yarmouth
Individual,Martin Parry,Individual,,,,Party,Conservative Party,Political Party,AL0077113,Loan,500000,,0,Ended,500000,,,2012-01-27,,2012-05-17,2012-04-26,Delyn
Individual,Kathleen Allen,Individual,,,,Party,Labour Party,Political Party,AL0077147,Loan,190000,,NIL,Ended,190000,,,2012-02-29,2013-12-31,2013-12-29,2012-04-26,Sutton and Cheam CLP
Organisation,Unity Trust Bank Plc,Company,9 Brindley Place,B1 2HB,1713124,Party,Labour Party,Political Party,AL0077149,Loan,1000000,,Bank rate plus 4%,Outstanding,,,1000000,2012-01-01,2012-01-01,,2012-04-26,Eltham CLP
Individual,Susan Tritton,Individual,,,,Party,Liberal Democrats,Political Party,AL0079125,Loan,200000,,0,Outstanding,,,200000,2012-01-04,2013-12-31,,2012-04-30,Edinburgh South
Individual,Mark Stephens,Individual,,,,Party,Liberal Democrats,Political Party,AL0079126,Loan,300000,,0,Ended,300000,,,2012-02-27,,2013-03-01,2012-04-30,Welsh State Party
Individual,Terry Hall,Individual,,,,Party,Liberal Democrats,Political Party,AL0079127,Loan,540000,,0,Outstanding,,,540000,2012-03-01,,,2012-04-30,Portsmouth
Organisation,London Inns (Hotels) LTD,Company,36 Railway Approach,HA3 5AA,4251750,Organisation,Conservative Friends of India,Regulated Donee,AL0079183,Loan,3314185,,0,Ended,3314185,,,2012-04-13,,2012-05-02,2012-06-01,
Individual,Lord Dolar Popat,Individual,,,,Organisation,Conservative Friends of India,Regulated Donee,AL0079184,Loan,823500,,Nil,Ended,,823500,,2012-04-02,,2013-02-01,2012-06-01,
Individual,Lord Dolar Popat,Individual,,,,Organisation,Conservative Friends of India,Regulated Donee,AL0079185,Loan,1080000,,Nil,Ended,,1080000,,2012-04-05,,2013-02-01,2012-06-01,
Individual,Lord Dolar Popat,Individual,,,,Organisation,Conservative Friends of India,Regulated Donee,AL0079186,Loan,617914,,Nil,Ended,,617914,,2012-04-16,,2013-02-01,2012-06-01,
Individual,William Gordon Brown,Individual,,,,Party,Conservative Party,Political Party,AL0079209,Loan,250000,,0.00,Ended,250000,,,2012-05-28,2013-01-31,2013-04-21,2012-07-26,East Renfrewshire
Organisation,Watford Labour Halls Limited,Friendly Society,270 St Albans Road,WD24 6PE,,Party,Labour Party,Political Party,AL0079279,Loan,730000,,Nil,Outstanding,,,730000,2012-05-03,2016-04-30,,2012-07-25,Watford CLP
Organisation,Cronfa Goffa O M Roberts,Other,Hen Efail,LL54 7YH,,Party,Plaid Cymru - The Party of Wales,Political Party,AL0079286,Loan,1000000,,3%,Ended,1000000,,,2012-04-23,2012-11-01,2012-09-05,2012-07-25,
Individual,S Squires,Individual,,,,Party,British National Party,Political Party,AL0080596,Loan,1225000,,0,Ended,1225000,,,2012-03-28,2012-06-19,2012-06-16,2012-07-30,
Individual,Gerald Vernon-Jackson,Individual,,,,Party,Liberal Democrats,Political Party,AL0080598,Loan,200000,,0,Ended,200000,,,2012-04-11,,2012-06-06,2012-07-30,Portsmouth
Individual,Anne Winstanley,Individual,,,,Party,Liberal Democrats,Political Party,AL0080599,Loan,250000,,0,Outstanding,,,250000,2012-04-19,,,2012-07-30,Eastleigh
Individual,John Mallinson,Individual,,,,Party,Conservative Party,Political Party,AL0082712,Loan,1900000,,Base + 3%,Outstanding,,,1900000,2012-06-26,2019-08-26,,2012-10-26,Penrith & The Border
Individual,Anne Elizabeth Mallinson,Individual,,,,Party,Conservative Party,Political Party,AL0082713,Loan,1900000,,Base + 3%,Outstanding,,,1900000,2012-06-26,2019-08-26,,2012-10-26,Carlisle
Organisation,Lloyds TSB Bank PLC,Company,25 Gresham Street,EC2V 7HN,2065,Party,Conservative Party,Political Party,AL0082812,Loan,5176500,,Base + 4.34%,Outstanding,,,5176500,2012-09-21,2027-09-21,,2012-10-26,Yeovil
Organisation,London Inns (Hotels) LTD,Company,36 Railway Approach,HA3 5AA,4251750,Organisation,Conservative Friends of India,Regulated Donee,AL0082887,Loan,240000,,Nil,Ended,240000,,,2012-09-10,,2012-10-26,2012-10-09,
Individual,Ian Marks,Individual,,,,Party,Liberal Democrats,Political Party,AL0084010,Loan,100000,,None,Outstanding,,,100000,2012-07-01,2012-12-31,,2012-10-30,Warrington
Individual,Judith Walker,Individual,,,,Party,Liberal Democrats,Political Party,AL0084011,Loan,100000,,None,Outstanding,,,100000,2012-07-01,2013-12-31,,2012-10-30,Warrington
Individual,Stephen Lloyd,Individual,,,,Party,Liberal Democrats,Political Party,AL0084012,Loan,160000,,None,Outstanding,,,160000,2012-09-01,2014-05-31,,2012-10-30,Eastbourne
Individual,Amelia I'anson,Individual,,,,Party,Conservative Party,Political Party,AL0084913,Loan,500000,,Base Rate + 1%,Outstanding,,,500000,2012-12-20,2015-12-31,,2013-01-28,Skipton & Ripon
Individual,Michael Bannister,Individual,,,,Party,Conservative Party,Political Party,AL0084914,Loan,500000,,Base Rate + 1%,Outstanding,,,500000,2012-12-19,2015-12-31,,2013-01-28,Skipton & Ripon
Individual,James Bedford,Individual,,,,Party,Conservative Party,Political Party,AL0084915,Loan,500000,,Base Rate + 1%,Outstanding,,,500000,2012-12-14,2015-12-31,,2013-01-28,Skipton & Ripon
Individual,Stuart Wheeler,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0085010,Loan,8000000,,0%,Ended,8000000,,,2012-10-09,,2012-12-18,2013-01-30,
Individual,Godfrey Bloom,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0085028,Loan,700000,,0%,Outstanding,,,700000,2012-11-08,,,2013-01-30,Yorkshire & the Humber Regional Branch
Organisation,The Co-Operative Bank P.L.C.,Company,1 Balloon Street,M60 4EP,990937,Organisation,Oliver Martins,Regulated Donee,AL0087023,Loan,1250000,,10.1%,Outstanding,,,1250000,2012-12-17,2015-12-17,,2013-01-23,
Individual,Simon Hall,Individual,,,,Party,Labour Party,Political Party,AL0087472,Loan,233200,,Nil,Outstanding,,,233200,2012-10-12,,,2013-04-30,Croydon Local Campaign Forum
Individual,James H Holt,Individual,,,,Party,Conservative Party,Political Party,AL0087066,Loan,460000,,Nil,Outstanding,,,460000,2013-03-28,,,2013-04-29,Thirsk and Malton
Individual,Judith Morris,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0087158,Loan,200000,,0.00%,Outstanding,,,200000,2013-01-24,,,2013-04-30,Yorkshire & the Humber Regional Branch
Individual,Christine Stevens,Individual,,,,Party,Liberal Democrats,Political Party,AL0087473,Loan,500000,,0,Outstanding,,,500000,2013-03-08,2015-03-31,,2013-04-29,Portsmouth
Individual,Simon Hughes,Individual,,,,Party,Liberal Democrats,Political Party,AL0087498,Loan,1000000,,0,Outstanding,,,1000000,2013-02-27,,,2013-04-29,Bermondsey & Old Southwark
Individual,Michael R Evans,Individual,,,,Party,Conservative Party,Political Party,AL0088838,Loan,1000000,,5%,Outstanding,,,1000000,2013-04-16,2014-04-16,,2013-07-29,Solihull
Organisation,Co-operative Bank,Company,PO Box 101,M60 4EP,990937,Party,Labour Party,Political Party,AL0088943,Loan,121750000,,Bank base rate plus 3.5%,Outstanding,,,121750000,2013-04-01,2016-06-30,,2013-07-30,
Organisation,Unity Trust Bank Plc,Company,9 Brindley Place,B1 2HB,1713124,Party,Labour Party,Political Party,AL0088944,Loan,121750000,,Bank base rate plus 3.5%,Outstanding,,,121750000,2013-04-01,2016-06-30,,2013-07-30,
Individual,Godfrey Bloom,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0088981,Loan,200000,,0,Outstanding,,,200000,2013-05-01,,,2013-07-30,Haltemprice & Howden
Individual,Alan Thawley,Individual,,,,Party,Liberal Democrats,Political Party,AL0092402,Loan,129998,,0,Ended,129998,,,2013-05-10,2013-12-31,2013-12-31,2013-07-30,Saffron Walden
Individual,Alan Thawley,Individual,,,,Party,Liberal Democrats,Political Party,AL0092403,Loan,150000,,0,Ended,150000,,,2013-05-29,2013-12-31,2013-12-31,2013-07-30,Saffron Walden
Individual,Roderick Cantrill,Individual,,,,Party,Liberal Democrats,Political Party,AL0092404,Loan,500000,,0,Ended,500000,,,2013-05-08,2013-12-31,2013-08-08,2013-07-30,Cambridge
Individual,Spencer Hagard,Individual,,,,Party,Liberal Democrats,Political Party,AL0092405,Loan,300000,,0,Ended,300000,,,2013-04-05,2013-12-31,2013-08-08,2013-07-30,Cambridge
Individual,Roderick Cantrill,Individual,,,,Party,Liberal Democrats,Political Party,AL0092406,Loan,500000,,0,Ended,500000,,,2013-04-05,2013-12-31,2013-08-08,2013-07-30,Cambridge
Organisation,Labour Party Properties Ltd,Company,One Brewers Green,SW1H 0RH,964628,Party,Labour Party,Political Party,AS0092434,Authorised Participant Security,,,,Ended,,,,2013-04-01,,,2013-07-30,
Organisation,Lionel Cooke Memorial Fund Limited,Company,"Labour Party, One Brewer's Green",SW1H 0RH,560074,Party,Labour Party,Political Party,AS0092436,Authorised Participant Security,,,,Ended,,,,2013-04-01,,,2013-07-30,
Organisation,Labour Party Properties Ltd,Company,One Brewers Green,SW1H 0RH,964628,Party,Labour Party,Political Party,AS0092439,Authorised Participant Security,,,,Ended,,,,2013-04-01,,,2013-07-30,
Organisation,Lionel Cooke Memorial Fund Limited,Company,"Labour Party, One Brewer's Green",SW1H 0RH,560074,Party,Labour Party,Political Party,AS0092440,Authorised Participant Security,,,,Ended,,,,2013-04-01,,,2013-07-30,
Organisation,Svenska Handelsbanken AB (PUBL),Company,Kungstradgardsgatan 2,S-106 70,FC014392,Party,Conservative Party,Political Party,AL0092461,Loan,31100000,,Libor + 3.85%,Outstanding,,,31100000,2013-08-15,2018-08-15,,2013-10-25,Harrogate & Knaresborough
Individual,Steven Thomas Uncles,Individual,,,,Party,English Democrats,Political Party,AL0092579,Loan,4860300,,None,Outstanding,,,4860300,2013-04-15,,,2013-06-21,
Individual,Peter Humphries,Individual,,,,Party,Labour Party,Political Party,AL0092648,Loan,250000,,Nil,Outstanding,,,250000,2013-09-07,2018-09-07,,2013-10-30,Stroud CLP
Individual,Stewart Stevenson,Individual,,,,Party,Scottish National Party (SNP),Political Party,AL0092649,Loan,400000,,Zero,Outstanding,,,400000,2013-07-18,,,2013-10-30,Banffshire & Buchan Coast Constituency
Individual,Michael Kendall,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094787,Loan,100000,,0%,Outstanding,,,100000,2013-05-01,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Stuart Wheeler,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094788,Loan,10000000,,0%,Ended,10000000,,,2013-10-25,,2013-11-11,2014-01-30,
Individual,Michael Kendall,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094789,Loan,200000,,0%,Outstanding,,,200000,2013-11-04,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Ivor Williams,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094790,Loan,300000,,0%,Outstanding,,,300000,2013-11-04,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Jane Collins,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094791,Loan,1000000,,0%,Outstanding,,,1000000,2013-11-05,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Judith Morris,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094792,Loan,200000,,0%,Outstanding,,,200000,2013-11-05,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Amjad Bashir,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094793,Loan,1000000,,0%,Outstanding,,,1000000,2013-12-02,,,2014-01-30,Yorkshire & the Humber Regional Branch
Individual,Brian Adams,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0094794,Loan,260000,,0%,Outstanding,,,260000,2013-12-04,2015-12-03,,2014-01-30,Aylesbury & Buckingham
Individual,Edward McMillan-Scott,Individual,,,,Party,Liberal Democrats,Political Party,AL0097037,Loan,150000,,0,Outstanding,,,150000,2013-12-19,,,2014-01-30,Yorkshire & Humber Region
Individual,Frank H Everist,Individual,,,,Party,Conservative Party,Political Party,AL0097216,Loan,500000,,0.0,Outstanding,,,500000,2013-12-12,,,2014-04-29,Brentford & Isleworth
Individual,Edward McMillan-Scott,Individual,,,,Party,Liberal Democrats,Political Party,AL0098993,Loan,150000,,None,Ended,150000,,,2013-12-19,,2014-02-24,2014-01-30,Yorkshire & Humber Region
Organisation,The Royal Bank of Scotland PLC,Company,36 St. Andrew Square,EH2 2YB,SC090312,Organisation,Yes Scotland Limited,Permitted Participant,AL0099758,Credit Facility,1000000,,"In practice, paid off interest free at month end.",Outstanding,,,1000000,2013-11-20,,,2014-07-02,
Organisation,Svenska Handelsbanken AB (PUBL),Company,Kungstradgardsgatan 2,S-106 70,FC014392,Party,Conservative Party,Political Party,AL0097155,Loan,11000000,,Libor + 3%,Outstanding,,,11000000,2014-03-24,2018-03-24,,2014-04-29,Newbury
Organisation,Seymour Manufacturing International Ltd,Company,Sutton Hall,TF11 9NQ,2322042,Party,UK Independence Party (UKIP),Political Party,AL0097234,Loan,1000000,,0,Outstanding,,,1000000,2014-02-26,,,2014-04-30,West Midlands Regional Branch
Individual,Jillian Seymour,Individual,,,,Party,UK Independence Party (UKIP),Political Party,AL0097239,Loan,200000,,0,Outstanding,,,200000,2014-02-26,,,2014-04-30,West Midlands Regional Branch
Individual,Stephen Corcoran,Individual,,,,Party,Labour Party,Political Party,AL0097244,Loan,200000,,Nil,Outstanding,,,200000,2014-03-11,,,2014-04-29,Congleton CLP
Individual,Anthony Banks,Individual,,,,Organisation,Business for Scotland Ltd,Permitted Participant,AL0099773,Loan,1500000,,0,Outstanding,,,1500000,2014-04-03,2014-04-04,,2014-07-03,
